PK,AGE,GENDER,RACE,INCIDENTNEIGHBORHOOD,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION
2013768,26,F,B,Arlington,3,3
2013769,35,M,B,Middle Hill,6,3
2013770,56,M,B,Spring Hill-City View,1,1
2013771,20,M,H,Beechview,4,5
2013772,41,M,B,,,
2013773,57,M,B,Bedford Dwellings,6,3
2013774,20,F,B,Allegheny Center,,
2013775,48,F,W,Sheraden,2,5
2013776,45,M,B,Terrace Village,,
2013777,58,F,B,Hazelwood,5,3
2013778,38,M,B,Central North Side,1,1
2013779,37,F,W,Perry North,1,1
2013780,61,M,B,East Liberty,9,2
2013781,47,F,W,Allegheny Center,6,1
2013782,54,M,B,Sheraden,,
2013783,29,M,B,East Hills,9,2
2013784,21,M,B,East Hills,9,2
2013785,34,F,B,Allentown,,
2013786,39,F,W,Allentown,,
2013787,20,M,B,Central North Side,1,1
2013788,21,M,B,Homewood South,9,2
2013789,21,M,B,Homewood South,9,2
2013790,23,F,B,Central Business District,6,3
2013791,25,M,B,East Hills,9,2
2013792,33,M,W,Overbrook,4,5
2013793,40,M,W,Brookline,4,5
2013794,51,M,B,Shadyside,8,2
2013795,57,F,W,Homewood North,9,2
2013796,23,M,B,South Side Flats,3,3
2013797,55,M,W,Spring Hill-City View,1,1
2013798,60,F,B,Shadyside,7,2
2013799,33,F,B,Homewood North,9,2
2013800,41,F,W,Homewood North,9,2
2013801,78,M,B,Central Business District,6,6
2013802,60,M,B,Knoxville,3,5
2013803,55,M,W,Marshall-Shadeland,1,1
2013804,21,M,B,Allentown,3,5
2013818,36,F,W,Lincoln-Lemington-Belmar,9,2
2013819,38,M,B,Allentown,,
2013820,27,M,W,Central Oakland,,
2013821,50,F,W,Outside City,,
2013822,22,M,B,Lincoln-Lemington-Belmar,9,2
2013823,38,M,W,Central Business District,6,6
2013824,35,M,W,Greenfield,5,3
2013825,25,F,W,East Allegheny,1,1
2013826,29,F,B,Northview Heights,1,1
2013827,20,M,B,Esplen,2,5
2013828,45,M,H,North Shore,1,6
2013829,49,M,W,North Shore,1,6
2013830,53,F,W,Brookline,,
2013831,29,M,B,East Liberty,9,2
2013832,27,M,U,,,
2013833,44,M,B,Fineview,1,1
2013834,54,M,W,Fineview,1,1
2013835,47,M,W,Beechview,4,5
2013836,22,M,B,,,
2013837,50,M,W,North Oakland,3,3
2013838,46,M,B,Brookline,4,5
2013839,33,F,W,East Liberty,9,2
2013840,50,F,B,East Liberty,9,2
2013841,48,M,B,Strip District,7,6
2013842,28,M,W,Mount Washington,2,5
2013843,74,M,W,,,
2013844,47,F,B,Lincoln-Lemington-Belmar,9,2
2013845,,M,B,East Liberty,8,2
2013846,34,M,W,Westwood,,
2013847,45,F,B,East Hills,9,2
2013848,49,F,B,West Oakland,8,3
2013849,23,M,B,Elliott,2,5
2013850,25,M,W,Brookline,4,5
2013851,30,M,B,Central Business District,3,3
2013852,37,M,B,Marshall-Shadeland,,
2013853,22,F,B,Central Business District,6,6
2013854,51,M,B,Central Business District,6,6
2013855,22,F,B,East Hills,9,2
2013856,31,M,B,Homewood South,9,2
2013857,17,M,B,North Shore,1,6
2013858,17,M,B,Point Breeze,,
2013859,17,M,B,Highland Park,9,2
2013860,17,M,B,East Liberty,8,2
2013861,,F,B,East Liberty,8,2
2013862,38,F,W,Lincoln-Lemington-Belmar,9,2
2013863,13,M,B,Northview Heights,1,1
2013864,15,F,B,Friendship,9,2
2013865,15,M,B,Homewood North,9,2
2013866,16,F,B,Chateau,6,1
2013867,23,M,B,Brookline,4,5
2013868,14,M,B,East Hills,,
2013869,17,M,B,Knoxville,3,5
2013870,65,M,B,Highland Park,9,2
2013871,52,M,B,Middle Hill,6,3
2013872,31,M,B,Brookline,4,5
2013873,29,M,B,West Oakland,,
2013874,24,M,B,Bluff,6,3
2013875,57,M,W,East Allegheny,1,1
2013876,20,F,U,,,
2013877,24,M,B,Bedford Dwellings,6,3
2013878,20,M,W,Perry South,6,1
2013879,22,M,W,,,
2013880,22,M,W,Perry South,6,1
2013881,23,M,B,Central Business District,6,6
2013882,35,M,W,Carrick,4,3
2013883,16,M,B,Perry South,6,1
2013884,20,M,B,Perry South,6,1
2013885,16,M,B,Perry South,6,1
2013886,34,M,B,Perry South,6,1
2013887,24,M,B,Mount Washington,2,5
2013888,37,M,B,Chateau,6,6
2013898,33,M,U,Elliott,2,5
2013899,38,F,W,New Homestead,,
2013900,18,F,W,New Homestead,,
2013901,47,F,W,Central Lawrenceville,7,2
2013902,38,F,B,Mount Washington,2,5
2013903,24,M,B,Chateau,6,1
2013904,21,M,B,Outside State,9,2
2013905,38,F,B,East Liberty,8,2
2013906,48,F,W,Upper Lawrenceville,,
2013907,35,F,B,Homewood North,9,2
2013908,50,M,W,Spring Hill-City View,1,1
2013909,23,F,W,Allentown,3,5
2013910,26,M,B,Bedford Dwellings,6,3
2013911,37,M,W,North Shore,1,6
2013912,16,M,B,Sheraden,2,5
2013913,57,M,W,North Oakland,,
2013914,31,M,B,East Liberty,9,2
2013915,44,M,W,Lincoln-Lemington-Belmar,9,2
2013916,35,F,B,Spring Hill-City View,1,1
2013917,24,F,B,East Allegheny,1,1
2013918,27,F,W,Beechview,4,5
2013919,64,M,B,Bluff,6,3
2013920,21,F,B,Fineview,6,1
2013921,51,M,W,Greenfield,5,3
2013922,59,M,B,South Side Flats,3,3
2013923,27,M,B,Esplen,2,5
2013924,27,M,B,Homewood North,9,2
2013925,28,M,W,Squirrel Hill North,5,3
2013926,26,F,B,Lincoln-Lemington-Belmar,9,2
2013927,31,M,W,Brighton Heights,1,1
2013928,56,M,W,South Side Flats,3,3
2013929,52,M,W,Overbrook,,
2013930,22,M,B,Fineview,6,1
2013931,21,M,B,Fineview,6,1
2013932,68,M,W,Squirrel Hill South,5,3
2013933,22,M,B,Beltzhoover,3,5
2013938,41,M,B,Larimer,9,2
2013939,46,F,W,Lincoln-Lemington-Belmar,9,2
2013940,31,F,W,Lincoln-Lemington-Belmar,9,2
2013941,49,M,O,Homewood West,9,2
2013942,31,M,W,South Side Slopes,3,3
2013943,35,F,B,South Side Flats,3,3
2013944,21,M,B,Spring Hill-City View,1,1
2013945,32,M,B,Lincoln-Lemington-Belmar,9,2
2013946,48,M,B,South Side Flats,3,3
2013947,32,F,B,Knoxville,3,5
2013948,39,M,W,Central Business District,6,6
2013949,28,M,W,Central Oakland,3,3
2013950,21,M,B,Crawford-Roberts,6,3
2013951,23,M,B,Point Breeze North,9,2
2013952,31,F,B,Middle Hill,,
2013953,25,M,B,Homewood North,9,2
2013954,21,M,B,Marshall-Shadeland,1,1
2013955,50,M,B,Esplen,2,5
2013956,52,M,W,,1,6
2013957,32,M,A,,,
2013958,26,M,B,Crawford-Roberts,,
2013959,21,M,W,East Hills,9,2
2013960,38,M,B,South Side Flats,3,3
2013961,24,F,B,Spring Garden,1,1
2013962,57,M,W,North Shore,1,6
2013963,23,M,B,Squirrel Hill South,5,3
2013964,26,M,B,Homewood South,9,2
2013965,31,M,W,Marshall-Shadeland,1,1
2013966,60,M,B,,,
2013967,32,M,W,Mount Washington,4,5
2013968,24,M,B,Homewood South,9,2
2013969,80,M,B,Shadyside,,
2013970,54,M,B,Central Business District,6,6
2013971,45,M,W,Carrick,4,3
2013972,21,M,W,South Oakland,3,3
2013973,49,M,B,,,
2013974,25,M,B,Homewood North,9,2
2013975,22,M,U,Brookline,4,5
2013976,32,M,B,Perry South,1,1
2013977,28,M,B,Marshall-Shadeland,1,1
2013978,22,M,W,Chateau,6,1
2013979,28,M,W,Overbrook,4,5
2013980,27,M,W,South Side Flats,3,3
2013981,45,M,B,Bloomfield,,
2013982,40,F,B,Brookline,4,5
2013983,19,F,B,East Liberty,9,2
2013984,34,M,B,Central Business District,6,3
2013985,78,M,B,Central Business District,6,6
2013986,40,M,B,Marshall-Shadeland,1,1
2013987,32,F,W,Manchester,6,1
2013988,24,M,U,Central Business District,6,6
2013989,43,F,B,Terrace Village,6,3
2013990,36,M,B,Homewood South,9,2
2013991,42,F,B,Outside City,,
2013992,32,F,U,Greenfield,5,3
2013993,30,M,W,South Shore,2,5
2013994,41,F,B,East Hills,9,2
2013995,29,M,B,South Side Flats,3,3
2013996,22,M,W,Spring Hill-City View,1,1
2013997,33,F,W,Homewood South,9,2
2013998,29,F,W,Beechview,4,5
2013999,22,M,B,Carrick,4,3
2014000,21,M,B,Bluff,6,6
2014001,41,M,W,Brighton Heights,,
2014002,29,M,B,Perry South,6,1
2014003,31,M,B,Perry South,6,1
2014004,29,M,B,Squirrel Hill South,5,3
2014005,60,M,B,East Liberty,9,2
2014006,44,F,B,Terrace Village,6,3
2014007,29,F,W,Overbrook,4,5
2014008,27,F,B,Upper Lawrenceville,7,2
2014009,41,F,W,Allentown,3,5
2014010,56,M,B,Bedford Dwellings,6,3
2014011,31,M,W,Bluff,,
2014012,36,M,B,Point Breeze,9,3
2014018,63,M,B,Homewood North,9,2
2014019,35,F,W,Squirrel Hill North,5,3
2014020,27,M,B,Sheraden,2,5
2014021,35,M,W,Brookline,4,5
2014022,42,M,B,East Allegheny,1,1
2014023,61,M,B,Crawford-Roberts,,
2014024,26,F,W,Allegheny Center,,
2014025,34,M,B,Fineview,6,1
2014026,24,M,W,Brookline,4,5
2014027,24,M,B,Perry North,1,1
2014028,22,M,W,Central Business District,,
2014029,21,F,W,South Side Slopes,3,3
2014030,25,M,W,Mount Washington,3,5
2014031,47,F,W,Central Business District,6,6
2014032,30,M,W,Mount Washington,2,5
2014033,24,M,W,Point Breeze,8,3
2014034,51,M,B,Upper Lawrenceville,,
2014035,40,F,B,East Liberty,,
2014036,36,M,W,Central Business District,,
2014037,60,M,B,Homewood North,9,2
2014038,55,M,B,Homewood North,,
2014058,27,F,B,Squirrel Hill South,5,3
2014059,66,M,B,East Hills,9,2
2014060,27,M,B,Lincoln-Lemington-Belmar,9,2
2014061,59,M,B,,,
2014062,28,M,B,Homewood North,9,2
2014063,18,M,B,Northview Heights,1,1
2014078,29,F,B,South Side Flats,3,3
2014079,42,F,W,Carrick,4,3
2014080,24,F,W,North Oakland,8,3
2014081,54,M,W,North Oakland,,
2014082,31,F,W,Highland Park,7,2
2014083,28,M,B,Brighton Heights,1,1
2014084,28,M,W,Brookline,,
2014085,33,F,B,Homewood North,9,2
2014086,25,F,B,Sheraden,2,5
2014087,35,F,W,Central Business District,6,6
2014088,32,F,W,Crafton Heights,2,5
2014089,31,M,W,Crafton Heights,2,5
2014090,50,M,B,Upper Hill,6,3
2014091,42,F,W,Carrick,4,3
2014092,37,M,B,South Side Slopes,3,3
2014093,51,M,W,Marshall-Shadeland,1,1
2014094,25,M,B,Homewood North,9,2
2014095,34,M,B,,,
2014096,18,M,B,Knoxville,3,5
2014097,20,M,B,Central Business District,6,6
2014098,19,F,W,Homewood North,9,2
2014099,52,M,B,Homewood North,9,2
2014100,50,M,U,Northview Heights,,
2014101,25,M,B,Central Business District,6,6
2014102,38,M,B,Carrick,4,3
2014103,43,M,W,Spring Garden,1,1
2014104,27,F,B,Crawford-Roberts,6,3
2014105,34,M,B,Arlington,,
2014106,46,F,W,Bloomfield,,
2014107,57,M,B,,,
2014108,24,F,B,Middle Hill,6,3
2014109,26,M,B,,,
2014110,55,M,W,East Liberty,9,2
2014111,27,M,B,Terrace Village,6,3
2014112,26,M,B,Terrace Village,6,3
2014113,29,F,B,Fineview,1,1
2014114,43,M,W,Fineview,,
2014115,18,M,B,Squirrel Hill South,5,3
2014116,21,M,B,Northview Heights,1,1
2014117,24,F,W,Lower Lawrenceville,7,2
2014118,49,M,W,,,
2014119,34,M,B,Bluff,6,3
2014120,37,M,B,Larimer,9,2
2014121,25,M,B,Bedford Dwellings,6,3
2014138,50,M,W,Manchester,6,1
2014139,21,M,W,Manchester,6,1
2014140,30,F,B,Allegheny Center,1,1
2014141,33,F,W,Larimer,,
2014142,20,M,H,Allegheny Center,,
2014143,25,M,B,Allegheny Center,,
2014144,32,M,W,Carrick,4,5
2014145,41,F,U,Central Business District,,
2014146,20,M,B,Central Business District,6,6
2014147,33,M,W,Lincoln Place,5,3
2014148,34,M,W,Lincoln Place,5,3
2014149,64,M,W,Lincoln Place,5,3
2014150,56,F,B,Crafton Heights,2,5
2014151,30,F,B,Homewood West,,
2014152,43,F,B,Crawford-Roberts,6,3
2014153,32,M,B,Knoxville,3,5
2014154,26,F,B,Hazelwood,5,3
2014155,60,M,W,Lincoln Place,5,3
2014156,28,M,W,East Liberty,9,2
2014157,40,M,B,Brighton Heights,1,1
2014158,48,M,W,Squirrel Hill North,8,3
2014159,53,F,B,Bluff,6,3
2014160,35,M,B,Bluff,6,3
2014161,24,M,B,Central Business District,6,6
2014162,27,M,B,South Side Slopes,3,3
2014163,27,M,B,East Allegheny,,
2014164,24,M,B,Perry South,1,1
2014165,24,F,B,Perry South,1,1
2014178,27,M,B,Perry South,6,1
2014179,23,M,B,Highland Park,7,2
2014180,40,M,W,Central Oakland,3,3
2014181,37,F,W,Central Oakland,3,3
2014182,30,M,B,South Side Flats,3,3
2014183,43,M,B,South Side Flats,3,3
2014184,29,M,B,Elliott,2,5
2014185,23,M,B,East Liberty,9,2
2014186,25,F,W,Carrick,4,3
2014187,25,M,B,Manchester,,
2014188,62,F,B,,,
2014189,35,M,W,,,
2014190,34,M,W,Homewood West,9,2
2014191,30,M,W,Homewood West,9,2
2014192,35,F,W,Marshall-Shadeland,1,1
2014193,26,M,W,Homewood North,9,2
2014194,36,M,W,Windgap,2,5
2014195,27,M,W,East Allegheny,1,1
2014196,19,M,B,Homewood North,9,2
2014197,24,F,B,Central Business District,6,6
2014198,41,M,B,Shadyside,8,2
2014199,36,M,B,Upper Lawrenceville,7,2
2014200,31,F,B,Strip District,7,6
2014201,41,M,A,Brookline,4,4
2014202,51,M,B,East Allegheny,1,1
2014203,52,M,B,East Allegheny,1,1
2014204,47,M,B,East Allegheny,1,1
2014205,23,F,B,Point Breeze,9,3
2014206,29,M,W,Carrick,4,3
2014207,33,M,W,Lincoln-Lemington-Belmar,9,2
2014208,59,M,B,Shadyside,7,2
2014218,23,F,W,Larimer,9,2
2014219,28,F,W,Carrick,4,3
2014220,54,F,W,Homewood South,9,2
2014221,28,F,W,Homewood South,9,2
2014222,46,M,W,Homewood South,9,2
2014223,32,F,B,Squirrel Hill North,8,3
2014224,30,M,B,Squirrel Hill North,8,3
2014225,24,F,U,Polish Hill,,
2014226,31,F,B,Bluff,6,3
2014227,24,F,B,South Side Flats,3,3
2014228,35,M,W,Chateau,1,6
2014229,44,F,W,Crafton Heights,2,5
2014230,,M,A,,,
2014231,36,F,W,East Allegheny,1,1
2014232,39,M,W,Central Business District,6,6
2014233,24,M,B,Allegheny West,1,1
2014234,13,M,B,Beechview,4,5
2014235,64,M,B,Middle Hill,,
2014236,58,M,B,Middle Hill,,
2014237,25,F,B,Highland Park,9,2
2014238,12,F,W,Sheraden,,
2014239,23,M,W,Perry South,,
2014240,33,M,B,South Side Flats,3,3
2014241,34,M,W,Carrick,4,3
2014242,13,F,B,Sheraden,,
2014243,12,M,B,Allentown,3,5
2014244,12,M,B,Allentown,3,5
2014245,32,M,B,South Shore,3,5
2014246,16,M,B,Upper Hill,6,3
2014247,14,M,B,Homewood West,9,2
2014248,16,F,B,Homewood West,9,2
2014249,41,M,W,Knoxville,3,5
2014250,49,M,B,Homewood South,9,2
2014251,40,F,B,Homewood North,9,2
2014252,26,M,B,Homewood North,9,2
2014253,39,M,W,Allegheny Center,1,1
2014254,36,M,W,Strip District,7,6
2014258,16,M,B,Homewood North,9,2
2014259,13,M,B,Homewood North,9,2
2014260,13,M,B,Homewood North,9,2
2014261,15,M,B,Homewood North,9,2
2014262,15,M,B,Beechview,4,5
2014263,17,F,B,Homewood North,9,2
2014264,13,F,B,Perry South,6,1
2014265,13,M,B,East Liberty,8,2
2014266,14,M,B,East Liberty,8,2
2014267,14,F,W,Mount Oliver,3,3
2014268,14,F,B,Allegheny Center,1,1
2014269,17,M,B,Hazelwood,5,3
2014270,16,F,B,Perry North,,
2014271,14,M,W,Carrick,4,3
2014272,14,M,W,Carrick,4,3
2014273,14,M,B,Allegheny Center,1,1
2014274,59,M,W,South Side Slopes,3,5
2014275,16,M,B,South Side Slopes,3,5
2014276,13,M,B,Spring Hill-City View,1,1
2014277,37,F,B,North Shore,1,6
2014278,32,F,W,North Shore,1,6
2014279,23,M,B,Hazelwood,,
2014280,24,M,B,Mount Oliver,3,3
2014281,27,M,B,Central Business District,6,6
2014282,26,M,B,Larimer,,
2014283,29,M,B,Glen Hazel,,
2014284,34,M,W,Mount Washington,3,5
2014285,24,M,B,West End,,
2014286,40,M,B,Bluff,6,3
2014287,43,F,W,Central Business District,6,6
2014288,33,M,B,Squirrel Hill South,5,3
2014289,45,M,W,Brookline,4,5
2014290,39,M,W,Perry North,,
2014291,26,M,B,Crawford-Roberts,6,3
2014292,44,M,B,Marshall-Shadeland,1,1
2014293,23,F,B,Central Business District,6,6
2014294,23,F,W,Perry North,1,1
2014295,25,M,B,Greenfield,5,3
2014296,43,M,B,Manchester,6,1
2014297,29,M,W,Sheraden,2,5
2014298,23,F,B,Bedford Dwellings,6,3
2014299,54,M,B,Marshall-Shadeland,1,1
2014300,,M,B,South Side Flats,3,3
2014301,28,M,B,South Side Flats,3,3
2014302,37,M,B,Carrick,4,3
2014318,37,F,W,Shadyside,8,2
2014319,26,M,B,Mount Washington,2,5
2014320,32,M,B,Central North Side,1,1
2014321,48,F,B,Marshall-Shadeland,1,1
2014322,43,M,W,South Side Flats,3,3
2014323,26,F,B,Central Business District,6,6
2014324,27,M,B,Central Business District,6,6
2014325,23,M,B,Point Breeze North,9,2
2014326,34,M,B,Brookline,4,5
2014327,48,M,B,Sheraden,2,5
2014338,12,M,B,Marshall-Shadeland,6,1
2014339,11,F,B,Central Business District,6,6
2014340,48,M,B,Allentown,3,5
2014341,49,M,B,Homewood North,9,2
2014342,31,M,W,Westwood,2,5
2014343,39,M,W,Greenfield,5,3
2014344,49,M,W,Greenfield,5,3
2014345,24,F,B,Sheraden,2,5
2014346,19,M,B,Marshall-Shadeland,1,1
2014347,26,M,W,Brighton Heights,1,1
2014348,59,M,W,Carrick,,
2014349,33,M,W,Marshall-Shadeland,1,1
2014350,32,F,A,East Allegheny,1,1
2014351,26,M,B,Homewood North,9,2
2014352,21,F,B,Hazelwood,5,3
2014353,18,M,B,Hazelwood,5,3
2014354,24,M,B,California-Kirkbride,6,1
2014355,36,M,W,Brighton Heights,1,1
2014356,40,M,B,Brighton Heights,1,1
2014357,59,F,B,Sheraden,2,5
2014358,57,M,B,Sheraden,2,5
2014359,29,M,B,Elliott,2,5
2014360,29,M,B,Bedford Dwellings,6,3
2014361,49,M,B,Central Business District,6,6
2014362,23,M,B,Sheraden,2,5
2014363,18,M,B,Chateau,,
2014364,35,M,H,Mount Washington,2,5
2014365,40,M,W,Central North Side,,
2014366,18,M,B,Crafton Heights,2,5
2014367,29,M,B,Glen Hazel,,
2014368,23,M,W,Knoxville,1,1
2014369,24,M,W,South Side Flats,3,3
2014370,32,F,B,Homewood North,9,2
2014371,35,M,B,Homewood North,9,2
2014372,35,M,W,Lincoln Place,5,3
2014373,40,M,B,Brighton Heights,1,1
2014374,28,M,B,South Side Flats,3,3
2014375,26,M,W,Allegheny Center,1,6
2014376,43,M,W,Brookline,4,5
2014377,34,F,B,Crawford-Roberts,6,3
2014378,26,F,B,Larimer,9,2
2014379,25,F,B,Larimer,9,2
2014380,30,M,B,Homewood West,9,2
2014381,34,M,B,Homewood West,9,2
2014382,19,M,B,Central Business District,6,6
2014398,29,M,B,Knoxville,3,5
2014399,26,M,B,Homewood North,9,2
2014400,49,M,W,,,
2014401,29,M,W,South Shore,2,5
2014402,67,M,B,Crawford-Roberts,,
2014403,19,M,W,East Liberty,9,2
2014404,35,M,B,Arlington,3,3
2014405,34,F,W,Homewood North,9,2
2014406,49,M,B,Homewood North,9,2
2014407,26,F,B,Homewood North,9,2
2014408,21,F,W,Carrick,4,3
2014409,62,M,O,Bedford Dwellings,6,3
2014410,56,M,B,Bluff,6,3
2014411,42,M,B,East Allegheny,1,1
2014412,23,M,B,California-Kirkbride,6,1
2014413,49,M,B,Central Business District,6,6
2014414,34,M,B,Carrick,4,3
2014415,28,F,W,Lincoln Place,5,3
2014416,39,M,W,North Shore,1,6
2014417,35,M,B,Squirrel Hill North,8,3
2014418,21,M,B,Allegheny Center,1,1
2014419,27,F,W,Bloomfield,7,2
2014420,48,F,B,North Oakland,6,3
2014421,32,F,W,Central Business District,6,6
2014422,44,M,W,East Allegheny,1,1
2014423,41,M,W,Manchester,6,1
2014424,36,M,W,East Liberty,9,2
2014425,40,M,W,East Liberty,9,2
2014426,31,F,B,Homewood South,9,2
2014427,46,M,W,East Allegheny,1,1
2014428,42,F,B,Middle Hill,6,3
2014429,41,M,B,Marshall-Shadeland,1,1
2014430,43,F,B,Marshall-Shadeland,1,1
2014431,45,M,W,Squirrel Hill South,5,3
2014432,53,M,B,Bluff,6,3
2014433,24,M,B,Homewood North,9,2
2014434,21,M,B,Hazelwood,,
2014435,36,M,B,Carrick,4,3
2014436,37,M,B,Perry South,6,1
2014437,32,M,B,Marshall-Shadeland,,
2014438,53,M,B,Bluff,6,3
2014439,52,M,B,Perry South,6,1
2014440,23,F,B,Homewood South,9,2
2014441,21,M,B,Homewood South,9,2
2014442,22,M,B,California-Kirkbride,6,1
2014443,33,M,W,South Side Flats,3,3
2014444,19,M,B,Middle Hill,6,3
2014445,47,M,B,East Allegheny,1,1
2014446,21,M,O,Manchester,6,1
2014447,56,M,W,East Allegheny,1,1
2014448,32,M,W,Lincoln-Lemington-Belmar,,
2014449,55,F,B,Allegheny Center,,
2014450,48,F,B,Allegheny Center,,
2014458,48,F,W,Beltzhoover,3,5
2014459,35,M,W,Carrick,4,3
2014460,42,M,W,Fineview,6,1
2014461,30,F,W,Arlington,3,3
2014462,34,M,B,,,
2014463,36,F,B,Marshall-Shadeland,,
2014464,25,M,B,Lincoln-Lemington-Belmar,9,2
2014465,30,M,B,Upper Lawrenceville,7,2
2014466,39,M,W,South Side Flats,3,3
2014467,30,M,B,East Allegheny,1,1
2014468,22,M,B,South Side Flats,3,3
2014469,19,M,B,Central Business District,6,6
2014470,42,M,W,Arlington,3,3
2014471,24,M,B,Allentown,3,5
2014472,51,M,W,Allentown,3,5
2014473,20,M,B,East Liberty,9,2
2014474,25,F,B,Bedford Dwellings,6,3
2014475,56,M,W,Brookline,4,5
2014476,48,M,W,Brookline,4,5
2014477,23,F,B,East Liberty,9,2
2014478,48,M,B,East Allegheny,1,1
2014479,29,F,B,Perry South,6,1
2014480,20,M,B,Crafton Heights,,
2014481,20,M,B,Perry North,1,1
2014482,48,F,W,Brighton Heights,1,1
2014483,36,M,W,Strip District,7,6
2014484,42,M,W,Brookline,4,5
2014485,26,M,W,West End,,
2014486,39,M,B,Arlington,3,3
2014487,29,M,W,Polish Hill,,
2014488,35,F,W,Polish Hill,,
2014489,31,M,W,Polish Hill,,
2014490,24,F,B,Central Business District,6,6
2014491,54,M,W,Perry North,,
2014492,44,M,W,Troy Hill,,
2014493,25,M,B,Homewood North,9,2
2014494,29,M,B,Central North Side,1,1
2014495,41,F,W,East Liberty,,
2014496,28,M,W,East Hills,9,2
2014497,27,M,B,South Oakland,6,3
2014498,20,F,B,East Hills,9,2
2014499,29,M,B,Terrace Village,6,3
2014500,41,M,W,East Allegheny,1,1
2014501,32,F,W,East Allegheny,1,1
2014502,19,F,B,Bedford Dwellings,6,3
2014503,40,M,B,Marshall-Shadeland,1,1
2014504,25,M,B,Homewood North,9,2
2014505,43,F,B,Sheraden,2,5
2014506,41,F,W,East Liberty,9,2
2014507,39,M,B,East Liberty,9,2
2014508,48,M,W,Knoxville,,
2014509,45,M,B,Lincoln Place,,
2014510,21,F,B,Arlington,3,3
2014511,27,M,W,Carrick,4,3
2014512,63,M,W,Brighton Heights,1,1
2014513,48,F,W,Arlington,3,3
2014514,53,M,W,Mount Washington,2,5
2014515,27,F,W,South Oakland,,
2014516,28,M,W,South Oakland,,
2014517,25,M,B,East Hills,9,2
2014518,37,M,W,Central Business District,7,2
2014519,51,M,B,Central Business District,7,2
2014520,35,F,B,Hazelwood,5,3
2014521,18,M,W,Lincoln Place,5,3
2014522,25,M,W,Marshall-Shadeland,,
2014523,27,M,B,Marshall-Shadeland,,
2014524,22,F,B,Brookline,4,5
2014525,,F,B,Brookline,4,5
2014526,37,F,W,East Hills,9,2
2014527,51,M,B,Central Business District,7,2
2014528,35,M,W,Squirrel Hill North,8,3
2014529,27,M,B,Homewood North,9,2
2014530,64,M,B,Bluff,6,3
2014531,18,F,B,Homewood West,9,2
2014538,32,F,B,Bloomfield,7,2
2014539,23,M,B,East Hills,9,2
2014540,23,F,B,Marshall-Shadeland,1,1
2014541,29,M,B,Manchester,6,1
2014542,23,M,B,East Hills,9,2
2014543,38,F,W,Morningside,7,2
2014544,29,M,B,Manchester,6,1
2014545,45,M,B,Crawford-Roberts,6,3
2014546,39,M,B,Outside City,,
2014547,39,M,B,Highland Park,7,2
2014548,49,M,B,Central Business District,6,6
2014549,26,M,B,Allentown,3,5
2014550,37,F,B,Homewood South,9,2
2014551,26,M,B,Crawford-Roberts,6,3
2014552,32,F,B,Lower Lawrenceville,9,2
2014553,30,F,B,South Oakland,3,3
2014554,30,M,B,Carrick,,
2014555,33,F,B,South Shore,,
2014556,30,M,B,Duquesne Heights,2,5
2014557,63,M,B,,,
2014558,35,F,B,Garfield,,
2014559,22,F,B,Crawford-Roberts,6,3
2014560,22,F,B,Allegheny Center,1,1
2014561,52,M,B,East Allegheny,1,1
2014562,30,M,B,Middle Hill,,
2014578,29,M,B,Central Business District,,
2014579,24,M,B,Lower Lawrenceville,7,2
2014580,41,M,W,,,
2014581,54,M,B,Central Business District,7,2
2014582,57,M,B,Central Business District,7,2
2014583,28,M,W,,,
2014584,23,M,B,Larimer,9,2
2014585,23,M,B,Central Business District,6,6
2014586,34,M,B,Allentown,3,5
